stress_level,sleep_hours,daily_steps,water_intake,hrv,age,bmi,synthetic_risk
4,9.352584574480588,3794,2.155896510969242,41,68,27.17048436370264,0.47592481995078295
9,7.8302909865480235,14306,3.3554335120975334,68,24,18.17298010014139,0.3912217424311714
3,9.321125999886963,11090,1.1836213543029683,22,64,26.68426969948673,0.24648639479885265
6,6.315897481913868,1725,0.5389446727273233,24,21,28.663968932535663,0.7259547705662787
8,5.914419287339004,7382,3.1326803282721634,22,70,18.430268082357554,0.5592777706711132
1,4.1989754090090035,3432,1.9993112300441558,87,73,24.662201147819122,0.4095424600157506
6,9.266019337964103,2777,3.2702603322499812,21,78,34.37151589044882,0.8361370320831077
6,9.852450650252369,10251,1.8361650225788821,49,73,27.376570012057357,0.38776985775286815
5,5.400918753137459,11211,2.6754030057909017,56,54,29.986696840332932,0.5305177534516267
5,7.404958216459966,14569,3.3656140937030794,51,71,22.91209505013485,0.14447511019445392
4,8.452320463809547,1535,2.4520430137259535,38,45,32.02443532325056,0.728233155521918
5,5.74483749626455,10869,3.608360572042579,20,70,31.347941117320026,0.5798172178051852
6,7.103149471663325,1364,2.8837775466103883,43,49,26.913947823649202,0.6522143252959252
1,6.546338880597585,14506,0.9483393256637527,76,66,23.616932316084146,0.04729649149236304
4,8.961147965910131,10483,2.8453750590645157,41,37,23.120186054428686,0.17690596967542452
8,8.551774231195989,6035,2.472184680198146,28,78,22.029157345167885,0.3997460057837875
9,7.410135080328675,5026,2.0750861983566287,79,46,23.2143821273047,0.5309361233832198
8,4.396916694187966,7562,2.886791700875844,96,25,27.257672014431545,0.6527899611787507
5,8.560981257763377,12696,0.6674716262066576,60,51,26.053457247368105,0.2756783729747036
9,4.876761629405648,12160,0.9242479891831401,58,42,20.55034273297664,0.4282815210850663
9,6.057343548000758,3453,2.7321823308177633,74,58,18.079492554725924,0.6997422908134321
8,7.692045063771217,9814,3.2235727270113066,37,48,24.12872518364716,0.4053063770233439
8,5.728583363638015,11972,1.1271944006309886,54,46,29.49352174076769,0.5950817159767474
8,9.230253881042294,14571,1.2288254826516394,31,62,24.585283533173897,0.2697203993450852
8,4.514695880450731,12809,3.761466765412992,50,30,18.48609385743761,0.459926766327429
9,6.997113757685344,1053,3.958865521867219,69,68,22.98717808694288,0.6286969377017142
1,9.854173399242361,5485,1.138331821324458,40,51,29.38665364946667,0.39452218968119374
5,9.274623831807261,2955,2.0392010415144783,72,30,28.37224670028889,0.5779000970657812
3,8.259363408920606,1313,3.747197942687579,21,39,26.5533320324525,0.5036804698370487
1,6.612185668961263,14081,1.7447672986247025,91,63,25.36619305274362,0.11938779508099652
7,7.801164028577132,7732,0.5010086402978885,32,61,30.78091436083234,0.6578799275812532
8,8.079318143299176,13969,1.362408213982616,64,50,32.56601980979231,0.6013896070717708
2,8.544120615998358,7165,2.3055351204676797,70,54,23.328837468877598,0.20223311889081258
3,6.309248802561138,7169,2.509604554902212,81,39,26.899061069119732,0.42181970668254404
9,5.361353498377431,5257,1.7251700406470607,44,40,24.42628379538421,0.618798579542906
2,5.308969895699562,11215,1.443227184455456,44,63,29.057696478847518,0.39021484656046695
3,4.826445275346526,12976,3.5155172685260276,70,39,25.547379973531108,0.2683175825370664
7,5.556471789697901,7036,3.8447063996572126,48,27,27.55792414879904,0.6121125847886426
2,6.547863609356696,12511,3.723074595549441,34,26,34.106270825310204,0.5119675354328933
3,6.879693149026662,7104,0.5007441370988094,98,33,29.09955034337157,0.48937353668068
9,5.4651694630543695,5532,0.7353070800300426,46,62,34.14243976820377,0.9618595868867313
5,4.85206850509852,11173,2.2626586571146285,58,51,21.32158303873408,0.27977111464121857
2,9.794825409124812,12446,1.5341907056463346,75,23,27.713326054498143,0.2033213137089719
8,6.223210227366263,10236,3.8773946841575717,87,71,30.00410780291334,0.6435910287779847
8,7.279446726274402,1805,1.4569656942938618,86,58,18.025981461416833,0.6757242193414561
4,6.160646122548775,13607,3.567551889446173,93,27,29.86909228392655,0.41373945017882957
4,6.698414165158228,13602,2.092664323803214,62,28,27.006173910358676,0.29708170654755967
4,5.855719918209818,8497,3.1454591092291313,80,68,29.497663502746047,0.5311376093066642
7,6.8990907125929075,8538,3.2158150693494587,73,68,18.903630788659136,0.4541339251413446
1,5.26633428902863,10019,3.2027694735573293,40,29,21.57815692880156,0.1433452041642233
5,7.598574745866877,14933,3.98089039705482,42,23,19.394093787818292,0.19240074064959042
3,5.070803545031817,10878,3.0898710692230518,20,64,34.894158037703384,0.6519403013972863
8,4.1164881056313245,7502,2.6509788807304124,35,33,32.91606908511503,0.8661370337490089
3,4.629841817960865,2105,0.9247926997502146,28,61,18.557836232026464,0.5319744770510436
5,9.645144198493703,6557,1.5899169836819784,27,29,20.770043353258796,0.2954853313319295
8,7.852462874654363,6916,0.588378984788263,55,33,34.109128518007495,0.8332605618308122
5,5.57044873748603,14837,1.753045527416762,96,71,33.146399076221265,0.5533319888771386
9,7.022688495742811,10810,3.5829743369101696,61,59,31.33573869719494,0.6949210161714423
2,4.91293557550391,13730,1.7591676924780981,46,52,28.01787742205713,0.3013117539751195
6,8.349444015154933,2566,2.4542476487068745,56,64,18.92579488587541,0.526354672989476
7,6.283418879633874,13548,2.9967770578513,39,70,26.297760346061246,0.39148716344760515
4,4.203775461885954,12536,2.996988170500203,67,42,19.719368937600308,0.28432935841615403
5,8.798111183940746,1091,2.4013050068584563,61,21,25.15812729385924,0.5179497711515901
3,5.813395323767429,11478,3.0557047770533976,35,63,19.923930126711163,0.22733235922853678
6,4.341508850351039,5619,1.741108630730181,23,27,33.675728641708744,0.8612424523072074
8,6.850934504700544,6989,2.8975877678400264,68,72,29.979785263580396,0.7060094229388246
4,7.326043095391817,3785,1.5325292222689422,29,68,24.959939888689263,0.44498437765969684
6,9.390774729233849,2957,0.723822789628171,86,62,18.847755621275113,0.4945684674191047
9,9.872473712357761,5758,2.2456928007511054,22,69,18.333071507325158,0.5426445853076639
6,4.422555293040048,6151,2.913116771192838,54,52,32.465862283673125,0.8025686402499838
9,6.4418743689219555,13053,1.8050680967063077,91,30,22.144595422264864,0.32156706013521946
6,9.537986892592658,10816,0.543619349575617,92,27,21.297050733309096,0.21229388530162063
5,6.380219585397343,6835,2.4926527166424433,48,30,34.56274816191281,0.7784901769151037
1,6.479810445289967,2980,1.4252319362441328,61,79,25.414405262173076,0.3926127621296582
9,4.497776679387595,7020,3.6777807679894354,80,61,32.26310483011282,0.8811511609705449
6,8.424784715167334,3584,1.9461605358553435,24,25,20.497141712707194,0.44296971734254403
9,7.347802985153836,8675,3.5314835098434916,21,31,33.90294714247199,0.8317232448999213
9,6.78246774427024,14232,1.778372529583716,94,78,23.06600423989968,0.3182445740775238
1,8.21658615881924,5618,2.40055316212504,42,37,25.92486446698537,0.3053918722519843
4,5.171312439746186,12086,0.9136518472634398,22,33,19.20407052458879,0.2905018735225654
5,9.526985839651083,7780,1.9925079878724667,53,33,34.01051491943359,0.659585612616398
3,7.958688798122938,3522,3.381052214325991,84,23,31.03742688610217,0.620112766269053
1,6.122050289823557,3845,0.9884062409763454,26,45,24.659406178928034,0.35298516318829154
3,8.126954587518103,12250,2.1993662980999042,97,20,20.128438360098997,0.14535004137624172
5,8.615313650892398,7523,2.362819419925099,81,70,19.71571234753772,0.33524798978416903
2,8.228021264194119,4064,0.9704686697232915,96,37,26.853709713764225,0.41259274913231
4,5.965317888235134,8008,1.4201203756352345,39,30,20.766628833010262,0.3132226724519092
5,9.0909179748732,13587,3.3459553654803944,89,58,24.75821163414246,0.1943852135036216
4,8.555261665153086,4966,3.132649268055095,65,77,21.332513786928644,0.3036338931511804
9,4.345415825641426,9607,1.0623093229755454,67,24,29.332937912858448,0.7160930569816395
9,7.014815044916541,2182,2.8220680550145723,85,71,27.90670374013877,0.7793200219574438
2,6.210504238741792,9205,3.607791291655987,37,79,20.77114739738519,0.20570444793264273
2,5.470205731947615,10568,3.517301960600149,76,24,33.371131995959665,0.558318670250881
5,6.969839413537748,1341,0.5458441072654355,56,64,19.1681801058921,0.5442630847621128
9,7.3411310795616025,2824,3.0105625691246716,92,43,18.040885953654293,0.6853175348061493
2,8.332316343298423,13230,2.0801077107492887,73,66,23.04718167332623,0.050568623725297704
8,8.29622611067855,14244,0.9687585118545382,68,45,34.81740198531233,0.6711154660175915
6,6.830268007493375,7367,0.9071945818591536,29,34,20.448625313881575,0.3918393345585834
8,6.5374013709771415,3900,2.4264953314017754,89,59,27.74082222091681,0.7070749124615037
9,5.476290323953894,9056,3.4166374920506035,42,24,27.99158796154559,0.6534545613690222
8,5.6966639095802005,2172,2.244530237632077,41,43,18.32152343408619,0.6943925169304126
7,6.914410281897595,9953,3.7926999265254886,63,79,29.594165665017982,0.5826148900392856
6,4.053693252760847,8895,2.302348203705698,60,27,33.19633879468617,0.7716487892355854
5,8.903367391396747,5464,3.6067690209652534,92,41,18.2968548817133,0.42948083417820176
8,7.515521071189118,4216,2.390882010626794,28,34,20.631477727915133,0.5173016739210474
8,5.216369956285685,2898,1.0953085673502145,63,23,20.50423857306346,0.6093299392845918
4,8.102036072225438,10146,3.8922372897447515,79,69,20.390533278772583,0.22354912093988477
2,7.158641822833314,3960,2.022328355554494,44,21,34.47021325875545,0.7170521741863736
6,7.027245885690925,10309,1.8268787468593435,21,75,33.89821108431099,0.6910579461615763
2,6.344294722861337,13200,2.063666584726739,88,28,22.687046734395256,0.08628311608820485
8,7.971389491022627,14600,2.711128639980564,35,64,21.536128430624167,0.2225402408137702
7,5.806601155078406,12153,2.115622516465741,78,74,30.899716626678345,0.6035468091287932
4,6.20208605856861,12538,0.998758681426759,64,21,28.120714639164355,0.37519289215574214
4,4.508229415477976,1126,2.738959503098846,71,69,21.317565442169297,0.49478187631623943
2,7.684032525870525,12472,2.716920073490339,38,48,32.1924333748856,0.41607459450642964
9,6.3452515376623175,6048,2.996789446683953,56,56,25.883283778920816,0.6287216063845535
5,9.823761369076452,5004,2.3701921772927017,62,53,27.172017567284243,0.47160189545943076
6,6.694380554731304,8218,2.4247632792926614,76,39,29.98482513858767,0.6077732196852983
2,5.759662380521377,8128,2.9990755813001893,52,65,18.068644642011638,0.3405950122041463
9,4.838617358079135,3199,0.6393833320471993,68,70,21.975463603299755,0.5941026612457423
3,6.297612232582219,4230,1.4965772067005134,59,78,21.021273591224524,0.3510135787518874
7,7.141828155945563,4208,2.299178307778881,60,45,27.787455964664595,0.6504642346608644
7,5.904332140218502,14443,2.202576566380068,86,60,25.64827842504762,0.35547500754024225
2,4.725193993146097,7958,3.480815735950715,58,48,32.3153410264761,0.6011263309124752
8,8.26708729696358,7879,1.4154976518191298,76,20,19.782491592524188,0.4413909484622051
7,6.504808446113007,6220,1.7129887067641822,46,34,30.957223643288156,0.7321408303295471
5,4.0045940533254285,6796,3.1675926169685664,88,31,24.546811468210784,0.47376141642919
4,9.278476326137731,7804,2.956007405135999,77,56,19.125785808543696,0.2975650049930269
2,8.47257353018844,11468,3.832820568937338,21,32,26.421998336293363,0.21210023413616616
3,9.308056422436216,7339,1.084815490703035,28,54,29.754178859475182,0.44873860712354796
8,7.909439127965949,4268,3.7930904006653177,79,56,29.536618991505776,0.7301219737069871
2,9.286590017688924,5726,0.6382557715009298,82,55,27.793280801244904,0.380904654306127
6,9.170419142740622,3299,3.982536911913606,77,38,22.198422246511157,0.38455104842360155
8,8.673899021169836,7341,0.5372403255134414,29,60,25.069153251176335,0.4754339607355717
1,4.899667687744391,7169,2.3898424723446157,81,56,26.132903090295116,0.35561037792516503
6,5.437849607349898,2120,3.3012330125799596,88,55,18.246899280686,0.6321080671949902
3,6.591376142887124,3543,2.708079672975823,57,59,19.997567773481027,0.3976268093659422
3,9.621653485844188,4259,2.7478110206675157,28,69,18.799713716368313,0.35051328653097585
7,7.334698849958366,12623,3.5174219107589613,58,63,27.93318961460946,0.4477205399456454
7,9.544934974476742,14280,2.6291818014588157,62,41,33.08588730320486,0.5410490047626955
3,5.64653364014029,1564,1.871302377100518,20,54,25.900242761429617,0.5370840304106471
9,9.869195999435453,11956,2.8266673178741635,66,55,24.49768477915428,0.3505508718042807
8,6.9128350920950385,7753,0.5576589641194446,36,61,29.351414952837292,0.6632711030532842
2,9.912076225807038,7855,0.5972881081280261,97,75,18.651733785045362,0.2257038307353259
1,4.085463113960065,1512,3.4531982804486527,58,32,34.186078196245916,0.8039320482344331
8,5.8704197192826895,8035,1.0127081477218236,68,67,33.59371495349549,0.8354337285043544
3,4.007879400753202,8617,3.141492126165199,79,48,20.77248727695579,0.30934751000848965
1,4.184136902197226,12710,3.7434140428807323,51,75,34.26694853208511,0.5338566547107869
8,9.677421761667407,7882,1.8301464456738854,76,43,31.12011217582411,0.6574579469189806
2,6.17406590539388,3692,1.649143825500273,58,28,18.618947149197556,0.4178362698846067
9,7.854992903847962,4572,3.799162945750151,57,38,27.959105994745148,0.7031558459380324
2,5.795784964271478,9797,1.0542948625898756,97,30,23.827336700655223,0.22311546972442772
2,9.394337253613982,9971,1.949423921410925,38,27,28.438418047307067,0.29909827835781116
7,8.77784535091422,8893,0.9499780855114857,55,73,25.47688264690577,0.4139445391837595
2,4.557107108172254,6708,1.5243773913567735,22,27,27.909899796849736,0.4756976648127836
9,9.43016517551953,9678,3.930357340339087,43,21,23.129779516480138,0.366626121964475
8,6.137474119697096,2892,3.128070016572797,47,38,19.522112309166758,0.6228171984900533
3,5.714478853832284,6657,3.3900166221944223,57,49,26.413255975333314,0.43095634755411777
2,8.8970397215311,4510,2.036098587338531,48,37,18.8083828495946,0.3253943250152573
6,4.894207327260381,11427,1.4207749981233344,95,71,33.70903006266434,0.7087304939273155
2,7.8613449410759335,6586,1.225266513602406,40,66,22.11800995426088,0.188833335501678
3,7.550881230546555,12220,0.7554832897871436,45,36,24.45837316963049,0.18126926322145545
8,8.270772877596738,11459,1.9280658625737053,54,41,18.50624158006506,0.40104868005065686
9,7.3169611394234675,2547,0.704512730565696,95,48,18.31926913875838,0.6825043763043045
7,4.85271024147553,14742,2.014478872241747,73,49,32.299639800177644,0.6147790539927136
7,9.150571583722172,11350,2.5760100400607207,79,58,19.87229881065764,0.2966499264111528
4,7.143823368853832,10762,1.0029548459873188,54,71,25.340272042411215,0.2945620041556814
6,8.670757955441205,14550,1.458534409214475,64,38,25.266065117411497,0.23592688364055575
6,9.72531099636186,9518,3.2850756429183927,82,65,22.748740893980656,0.24079558737390988
3,6.052934033759576,7198,1.3227967957970235,51,50,32.87335367824614,0.6438845374440917
2,9.005085842934747,12622,3.492624604613013,63,74,25.91957036660577,0.15312896739869689
4,7.347954253522625,8985,3.0230609979064083,49,25,20.697804334679276,0.25869220873843013
5,7.003447508574501,2325,0.8745919447675805,25,37,33.484206153327634,0.8333241650651968
5,8.060476592337855,7605,3.3101683663619066,95,30,27.584022306387013,0.4662922041810408
3,9.482262712513165,12752,3.8908721310013648,47,70,22.98912737889912,0.06847571640261474
3,7.744874913660604,2327,2.2055325150670995,59,66,22.30471763100877,0.33759421401401773
5,4.310349441440529,3032,2.2949594615429874,38,21,33.557152433627095,0.8839665864770048
2,4.467914869653114,9141,2.1877050900627557,98,51,21.115058492653613,0.2368973750318573
3,4.605493479104791,7784,2.932890925251675,84,75,23.347299156718844,0.31937840965186176
7,6.124388484972718,11191,0.7883252293997276,90,26,19.62270676996391,0.3826741680543527
7,5.171028564113295,8548,0.9284416313057082,70,78,28.578316337402924,0.621876823950502
5,6.682363916614804,8747,1.4917061754228786,44,46,30.351938909040015,0.5723368053250607
2,8.689190760901406,5919,0.8201450725220889,93,40,21.66203392198978,0.1929196980958071
7,4.289357756243351,10263,1.452169375046239,32,67,23.573009105839382,0.4202926673876176
8,4.701488589339621,7851,1.0646051147375653,60,25,30.99932400261796,0.7740819850328513
7,4.43443671863759,6203,1.5284554409948465,83,34,27.32535419088889,0.650929178637733
3,6.3979600967026276,6976,3.0964989414566886,68,75,29.982990649885284,0.5361341546221131
3,8.92661087214763,7809,3.8529072105955606,23,32,23.05041566036627,0.20358350044198098
8,6.024915595845895,10196,1.3461246546689631,62,36,31.051447609718693,0.6873165302252193
1,6.202172679868975,5111,2.527220154051599,44,48,34.963153073117894,0.6939697387834145
5,4.5978532468986195,10485,2.9585483759302695,54,20,26.54688431920511,0.442775668613335
4,7.767787079483628,3710,3.466525035769602,76,70,22.272983550701795,0.33871765954001853
7,4.791707569424138,9546,0.6904551592277312,66,71,19.537606193424097,0.457720795713738
9,5.426592027048269,10632,2.9475897454729507,94,53,23.218714529625682,0.44354917132441973
2,9.490098639023753,1782,2.0472142963001727,98,72,31.96141773047762,0.6223983970177324
4,8.11541141560242,7141,2.4090791886971856,53,29,27.93688456085503,0.4527190019842175
8,7.167365815550953,1538,3.575474600025994,85,63,31.663177839552482,0.8911205508454693
4,5.453942378082541,2638,3.169974694763523,76,69,32.73467462913208,0.7997853587309427
8,4.099349860281503,14809,1.3735641217759507,20,76,24.71164169468268,0.39254787931981655
1,8.400045500433624,9780,1.2762395170308385,57,57,21.73012877515233,0.0678795879625262
2,7.931256748137673,8804,3.965560382921811,30,34,33.957361670525685,0.5627241615352512
8,4.91761080570521,12339,1.310863607017304,39,49,18.050201931073236,0.47734932890658294
5,5.962175198236053,6388,2.6977336031799806,74,58,24.708294186007603,0.44216648678695186
6,8.478618487945289,2088,2.517413589973845,32,71,33.828035575326815,0.8521157941295541
8,8.196897882738128,9245,2.108907895384673,34,58,30.161698458823885,0.6255551383725386
3,9.446654313281435,10674,0.7998390828208254,24,25,30.81981590932736,0.40342199777045756
5,4.650732653107922,2703,1.896116815296279,37,74,34.28574241157685,0.9101032653507825
3,9.244127795578525,1277,1.879458806135063,50,25,30.493959000000835,0.6236014978768384
6,8.504229173479674,6581,1.375236182124315,46,67,24.163394116975446,0.3925659881600629
2,6.575814987609677,12318,1.765526213171725,86,79,34.93955775480798,0.5461633672698601
3,5.786090561126366,8445,2.545865600619567,54,79,18.32513532211912,0.35924798648717077
3,4.34709012378812,13981,1.082977628383397,22,67,33.31212809596783,0.5370905921965234
8,4.895337807347132,8731,3.2989828314827765,43,74,30.80820098167586,0.7412019332597621
7,7.468852725134831,10131,0.7955470674405789,90,52,29.0841168849378,0.5464243942730682
4,9.909793630441046,9947,2.849128042515317,71,31,34.08960761044405,0.5645809629894937
4,7.769215728579601,13614,2.3824921155976453,99,27,19.233642895807023,0.18971905541823572
1,6.426546828759765,10687,0.5510057507827354,62,74,30.57724505712882,0.39480044110981505
4,7.686772630085878,11738,2.3829430762115558,27,40,22.036410784410897,0.13808677944193362
8,4.8930319541711915,10731,3.159979593376918,27,61,25.321610576670775,0.494031767889723
1,8.28352228453106,14989,2.3108733976124,96,23,30.194804155770576,0.2320926458019683
4,4.230575880718214,9395,3.038272168610607,88,54,32.910738349366795,0.6724363093018351
6,8.41754356409598,1573,1.1366199048728136,75,39,19.469311077002395,0.5290040111346379
6,8.939828248733487,13438,2.81230201438151,26,45,26.519009544758674,0.3017178931584805
6,6.007897577692247,1172,0.5413744774004401,59,25,20.398763654742684,0.5632358060118425
9,5.5868539838592355,12019,2.805263504772373,25,53,18.43865259788448,0.49107815175601083
5,7.8762258600335,6095,3.4651321743430716,36,22,19.417821266049124,0.39841876380575947
8,8.170176919093251,5631,3.7267613440534793,57,39,31.578594641120606,0.7649037753345085
3,8.374337229698565,1634,2.227436768261103,41,51,26.20810791310993,0.4806297206820212
3,4.233705561819336,7739,3.811017889026565,79,41,33.44654364372173,0.6955539590781709
6,7.061027745917463,6822,1.4341887667423574,58,35,30.622717000156292,0.6557735356093943
6,7.170340511411605,2269,1.9224926871102874,22,70,21.445382122595277,0.4706913139644059
3,7.430941307548277,1954,2.872952531566437,59,53,22.760184453726115,0.37070627141107776
6,6.161750952630307,12007,2.8907893801606113,38,22,32.972946556000295,0.637397441138896
5,9.074288421399691,6649,2.4108735126236693,91,35,28.07732025393327,0.4827773793258835
6,7.534691874791612,10735,1.8655863384316314,96,33,32.69166386714369,0.6247613512126255
1,8.668821427491755,8682,1.8291257392545512,48,42,20.07010864516271,0.14809608551279746
5,7.559723957536817,3651,3.912968350167309,78,49,29.24906919465277,0.6343091601750399
8,8.006891729258623,8271,2.066471166414945,20,52,34.4233736811385,0.8081737140757079
8,6.430040757388291,7957,1.6320112757323946,55,71,34.29660797304207,0.849274630025944
6,6.143553420137929,2743,1.1418600264797731,86,26,31.29645038771325,0.8009466469672297
1,6.719497053019442,6217,2.548456829116072,56,77,26.768161821360607,0.35766599432633883
9,4.806395842893031,8286,3.9641668522710347,99,62,31.565242895259743,0.8177994326666237
9,9.533445952430009,7494,3.859120682034026,38,60,34.10010672650665,0.814591154798147
6,5.773031026920119,6498,1.7500994310089268,39,30,29.220365185830627,0.6438946940761583
5,4.639456019717691,6081,1.035714155601577,36,25,23.582084251643394,0.4407262355183243
6,9.2945693403308,5464,2.85262668958406,96,71,23.730746947545626,0.3847766923973606
5,7.937611173933512,13598,2.8861942731703585,71,56,20.55128757022294,0.1745213213286651
3,6.014885779517695,11824,2.429807797177863,53,49,32.93959410488871,0.5354086484706747
4,9.610687894343425,9214,1.7308708428981032,79,71,19.507289752074634,0.24163121377536326
3,7.915903600641866,1468,1.8802270808523622,34,51,28.45715232275827,0.5772494885136084
3,4.093325231735675,3436,3.54067161815058,45,61,26.86454504954505,0.5643362611741414
3,4.599934819803902,5833,2.945448913467156,62,77,23.953851470581892,0.38865045621401956
9,7.653081263033504,9960,2.4576129101008464,74,43,31.960055821487366,0.7228600998228069
7,4.211791766788497,9635,2.9748913507930093,68,46,29.55571355833952,0.6542203407070577
8,5.897853524119501,14683,1.5866048343059327,80,45,20.629063571342172,0.3035271586296659
4,9.577284389604348,11060,3.1309049043990056,57,45,29.883893903426163,0.39325944794933515
7,5.765253447784459,6696,1.9289925972022106,85,50,28.606029200147297,0.6532781115001205
3,7.642058715491081,6383,1.63155314326502,62,53,26.826562190060372,0.4059768151689765
4,6.764191378171242,2612,1.709605911758236,77,49,29.06800316781571,0.6358300765250248
1,9.588682993254304,3502,2.6453594516404273,41,56,32.479237531764326,0.5609693346347552
1,4.658791746928138,14514,3.3801447257346497,83,70,28.100448225435002,0.2552494070469204
7,6.729412090296486,14298,3.6123560217904163,83,31,21.54848500326625,0.22315511133114124
8,7.35444788188058,7093,2.5769527142863167,53,34,18.04773512141782,0.545327859874709
6,5.305340447953763,6822,3.7762816714141727,87,72,19.686143758359307,0.4695036886413814
6,4.372170365097787,6487,2.380291118449076,75,61,27.848004525555737,0.6282663550557321
8,6.003946357691555,6184,3.4649103332039854,82,32,21.999640615399294,0.45667459506496016
3,7.615271687793451,6611,3.269876244327549,33,75,34.444537160057905,0.6772697723189738
2,5.801254818925845,6086,3.5985555225281467,30,49,19.800457902791287,0.3261597508007018
8,7.3624272424045225,14417,3.53512226475617,91,21,21.957877730102755,0.2263909733192639
1,6.082597864098706,2376,2.1798114608450865,29,30,22.96598309017766,0.32805247452315933
6,9.74011830788545,5594,3.5516767846412747,44,55,30.95756961718763,0.632843582021903
7,8.108094421320502,1225,0.6959864542255594,84,28,19.46964008808293,0.5811312095157299
8,6.1274624770781605,4280,1.8983321101625983,43,35,26.655403035133666,0.6684514191618852
7,7.970434423754134,4540,1.0081964859290362,41,63,21.94034692554329,0.41477991027392014
8,6.240756020367545,13267,0.984490152861599,95,78,28.498690189057143,0.5153445540349794
4,9.972455774946923,3186,2.414653449706031,56,63,23.69227872130774,0.3495511095167363
9,8.831822279364202,8476,2.199810448211075,85,27,34.84610942426595,0.8348582910261029
4,7.449335240408405,5350,1.9310011745641353,41,71,26.30121084174623,0.45280517184114694
8,8.932188355980337,2147,1.134329339192046,25,49,29.023484197211182,0.7380620151376773
3,7.76933488222223,14906,0.6387238301141187,45,23,25.171284014786302,0.13692066237429004
6,7.786762671368084,6117,2.921607347260806,34,61,31.84973263933304,0.6997524087662956
4,4.394115098464669,10634,1.7266203982087234,58,60,28.21018764440359,0.46814362782776103
5,5.064088039302279,7495,2.63288894897643,57,64,23.00505545559819,0.37537436823369724
4,7.49558851844278,14486,3.860844262939977,79,33,24.439859623048022,0.1634224571520863
6,5.265218965507571,7925,2.028299176094916,70,23,26.540148268811766,0.5245213572727556
4,4.326048318199256,3541,1.301167609053541,45,30,33.46117619987275,0.8315564502158874
6,8.428713051128884,13051,2.338262988681449,74,64,26.88733088817528,0.33677451081074744
6,5.989830994777026,7982,3.676070538537136,22,46,28.11514899837438,0.5627267412474589
6,6.3300673049036025,2778,2.600020450119921,50,44,34.27729445919257,0.9036505109151585
3,7.7006647530626315,2103,0.9329319319776131,95,59,31.670394901221737,0.6835868764297399
7,5.098730176683528,6862,1.7906605233535728,71,71,19.037778372394133,0.5332842918270788
6,5.819448703377822,13774,3.6144967845817426,48,45,24.450924429293703,0.294038866527433
1,9.27866337481163,13016,0.5445917422210751,47,70,18.256472960410306,0.09436340420393224
1,8.97095015640215,12626,3.1892793895002645,35,79,22.75632359422453,0.00293733026829518
3,6.625338982320344,7865,1.8492191023220976,42,56,21.200268318749515,0.24875761147769584
8,6.146842576822654,9447,1.815157508255653,20,60,25.284840403286395,0.49342841680268973
7,5.5643547580682124,8942,3.978929093790993,82,25,28.45437043219858,0.5983563874281115
2,5.16860949494939,14681,1.5685079412999432,31,42,30.846589872008046,0.3746923788999039
9,4.120148261907279,12851,2.617502067411464,76,47,26.632907814450235,0.545261739471629
6,4.012939391075501,14911,1.1591552817444573,89,42,28.402479177511733,0.45346489179276345
1,7.7739442049860745,2845,2.221150354392636,49,65,27.283422379935672,0.43235282104956035
6,6.174380085049582,13262,2.592998385570552,83,49,19.855492439232044,0.2867269718731566
7,9.89794456970951,13472,1.729713420251255,75,46,27.567558818056817,0.3520024033951168
2,4.063283396303971,6534,2.9048947845943056,37,66,23.365333767457518,0.32709402204131727
8,5.9783300441333305,10510,3.659077497746353,28,36,20.364386171678834,0.4120259693894367
7,6.267779035283377,2988,1.6628175752207375,63,52,18.567198833641104,0.6157136714856151
9,5.5177743642105925,8305,2.1188351962419043,85,31,24.288537660337283,0.5363638923497744
8,5.786148470301536,2511,3.375375821202585,58,45,34.39455954329323,1.0
9,4.531431862369212,10418,2.926048888514999,64,36,32.074933077098876,0.7913969409022663
9,4.751482289868025,6878,2.502857211795898,23,48,21.848296451913875,0.5119078526386979
3,4.990748186739852,12375,2.2397457622885724,77,68,19.303375147994476,0.24803092239932187
6,9.22558104650684,8847,0.9570581152721094,59,58,30.290677272306347,0.5424878823437045
7,4.206236021696516,3710,0.9659187425300619,25,35,21.852026566641197,0.5290096736602775
8,6.7776959368549985,5461,2.765249238163382,46,64,29.26399465062994,0.718758800453687
8,9.790707662662946,9596,0.5591792842268948,69,68,29.208358071953278,0.5439957737360405
2,4.940708817277596,10799,1.4015858227899511,85,22,30.373526101072372,0.45686763195129143
5,6.610373129618773,12397,3.2599002832040944,23,70,31.569937096260503,0.5300200579384792
2,5.043380045665059,6805,3.392486071541664,59,50,23.80645253373729,0.31284953100804214
8,8.568580931939778,13092,3.4412242817815315,97,34,33.14013042456839,0.6315718790715006
5,8.748366822801053,7318,2.1737301870312793,23,29,32.95997137646343,0.6514849156479471
4,6.036938026550523,1537,1.1610181006654354,85,64,32.71071737618465,0.8114355190653916
9,7.41400714599595,4592,3.7269370059858558,77,42,28.209463621390434,0.7224054170081262
7,9.605723322998832,7300,1.8720202810991262,46,36,27.152587245037218,0.49318045145050154
9,7.1814945277368025,4710,2.499367257090201,50,38,33.78807723666628,0.9274005798802631
1,8.235005616010408,7818,2.6335947251134564,68,76,26.769342660770377,0.2823920631543748
9,9.595709847979624,2957,2.3337131354897913,24,50,26.347046207170045,0.6416796101720356
4,4.520085717397627,4221,1.7794822613492882,69,46,29.280169109028037,0.6588698193599875
